concurso,acertos,loss
952,9,0.6748652458190918
953,8,0.667804479598999
954,9,0.6681535243988037
955,10,0.6705594062805176
956,10,0.6721801161766052
957,10,0.6663652658462524
958,9,0.6745321750640869
959,10,0.6624298095703125
960,9,0.6784294247627258
961,9,0.6854561567306519
962,10,0.6693155765533447
963,9,0.6778929233551025
964,11,0.67649245262146
965,11,0.6646826267242432
966,10,0.6781110167503357
967,8,0.6725013852119446
968,9,0.6637644171714783
969,10,0.675595760345459
970,10,0.659145712852478
971,9,0.6725053191184998
972,9,0.6786831021308899
973,11,0.6676405072212219
974,11,0.6562022566795349
975,11,0.6498124599456787
976,10,0.6621595621109009
977,8,0.6827749609947205
978,9,0.675091564655304
979,10,0.664048433303833
980,8,0.670332670211792
981,9,0.6627957224845886
982,9,0.6824696063995361
983,10,0.6760246157646179
984,10,0.6572736501693726
985,9,0.6844884753227234
986,9,0.6818110942840576
987,6,0.6866664290428162
988,11,0.6598132252693176
989,9,0.6721921563148499
990,8,0.6786289215087891
991,9,0.6742228865623474
992,8,0.6786836981773376
993,8,0.6981196403503418
994,9,0.672076940536499
995,9,0.6674491763114929
996,8,0.680992603302002
997,10,0.6703497171401978
998,8,0.6756111979484558
999,8,0.6903981566429138
1000,10,0.6710096001625061
1001,9,0.6789427995681763
1002,8,0.6796046495437622
1003,11,0.6603690981864929
1004,10,0.6769831776618958
1005,9,0.6719211339950562
1006,10,0.6599425673484802
1007,10,0.6727240681648254
1008,10,0.659745454788208
1009,9,0.6764305830001831
1010,9,0.6747250556945801
1011,10,0.6808024048805237
1012,10,0.6675007343292236
1013,9,0.6708880066871643
1014,7,0.6889169216156006
1015,9,0.6880992650985718
1016,10,0.6832744479179382
1017,9,0.6717230081558228
1018,10,0.6726266741752625
1019,8,0.6739159226417542
1020,10,0.6732786297798157
1021,10,0.6717215180397034
1022,9,0.6704177260398865
1023,11,0.6594567894935608
1024,8,0.6884035468101501
1025,10,0.6702991724014282
1026,9,0.684171736240387
1027,6,0.6883317828178406
1028,10,0.6707875728607178
1029,10,0.6808409094810486
1030,10,0.6600700616836548
1031,10,0.6686504483222961
1032,9,0.6734902858734131
1033,9,0.6665553450584412
1034,9,0.6713933348655701
1035,10,0.660179615020752
1036,8,0.6733161211013794
1037,9,0.6735904812812805
1038,9,0.6698040962219238
1039,9,0.6715234518051147
1040,8,0.6764035224914551
1041,10,0.6643638610839844
1042,9,0.6654103994369507
1043,8,0.6837642192840576
1044,9,0.6755213737487793
1045,8,0.6883886456489563
1046,7,0.6893678903579712
1047,9,0.6776708960533142
1048,10,0.6794323921203613
1049,9,0.6687009334564209
1050,9,0.6831369996070862
1051,10,0.66203773021698
1052,11,0.6628928184509277
1053,7,0.6819865703582764
1054,9,0.6743986010551453
1055,10,0.6726809740066528
1056,9,0.6719428896903992
1057,9,0.6723388433456421
1058,8,0.6802847981452942
1059,8,0.6882010698318481
1060,8,0.682737410068512
1061,5,0.7043344378471375
1062,8,0.6813991069793701
1063,8,0.6791436076164246
1064,9,0.6700389981269836
1065,9,0.6657336354255676
1066,9,0.6761295795440674
1067,11,0.6558806896209717
1068,8,0.6833318471908569
1069,10,0.6592679619789124
1070,10,0.6583194136619568
1071,9,0.6757226586341858
1072,9,0.6645512580871582
1073,11,0.6676042675971985
1074,10,0.6670426726341248
